# source: Cosmos/Source/Numerical/ODE/RKMethods/ComputePIStepSize.h
alpha	beta	min_scale	max_scale	safety_factor	error	previous_error	h	was_rejected	h_new
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	9.9999999999999998e-13	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.0001	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	0.29999999999999999	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	1	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	0	7	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	1.0000000000000001e-09	0	4.7232671422479515e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	0.001	0	0.004723267142247951
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	1	0	4.7232671422479511
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	60	0	283.39602853487708
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	9.9999999999999998e-13	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.0001	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	0.29999999999999999	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	1	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	0.001	0	0.0050000000000000001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	1	0	5
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	60	0	300
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999998e-13	7	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	1.0000000000000001e-09	0	6.8271981752626532e-10
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	1.0000000000000001e-09	1	6.8271981752626532e-10
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	0.001	0	0.00068271981752626536
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	0.001	1	0.00068271981752626536
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	1	0	0.68271981752626532
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	1	1	0.68271981752626532
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	60	0	40.963189051575917
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	9.9999999999999998e-13	60	1	40.963189051575917
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	1.0000000000000001e-09	0	2.9801800933433198e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	1.0000000000000001e-09	1	1.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	0.001	0	0.0029801800933433194
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	0.001	1	0.001
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	1	0	2.9801800933433196
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	1	1	1
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	60	0	178.81080560059917
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.0001	60	1	60
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.29999999999999999	1.0000000000000001e-09	0	5.0000000000000001e-09
0.13999999999999999	0.080000000000000002	0.20000000000000001	5	0.90000000000000002	9.9999999999999995e-07	0.29999999999999999	1.0000000000000001e-09	1	1.0000000000000001e-09
